split,stem,n_boxes,classes,snr_db,image_compressed_bits,raw_spectrogram_8bit_bits,raw_iq_12bit_bits,semantic_box_bits
test,000000011619,0,,4.0,113536,131072,24000000,209
test,000000011620,0,,12.0,112000,131072,24000000,209
test,000000011621,0,,-12.0,111984,131072,24000000,209
test,000000011622,0,,20.0,111928,131072,24000000,209
test,000000011623,0,,-4.0,111904,131072,24000000,209
test,000000011624,1,Barker,4.0,114904,131072,24000000,281
test,000000011625,1,Px,4.0,114824,131072,24000000,281
test,000000011626,0,,-4.0,113176,131072,24000000,209
test,000000011627,1,LFM,20.0,114936,131072,24000000,281
test,000000011628,1,P3,4.0,113696,131072,24000000,281
test,000000011629,1,P3,-4.0,113888,131072,24000000,281
test,000000011630,1,P4,12.0,115344,131072,24000000,281
test,000000011631,1,P1,4.0,115440,131072,24000000,281
test,000000011632,0,,-12.0,112200,131072,24000000,209
test,000000011633,1,Rect,20.0,138736,131072,24000000,281
test,000000011634,0,,20.0,112464,131072,24000000,209
test,000000011635,1,LFM,20.0,136864,131072,24000000,281
test,000000011636,1,FMCW,-20.0,136192,131072,24000000,281
test,000000011637,1,ZadoffChu,-20.0,114592,131072,24000000,281
test,000000011638,0,,12.0,113824,131072,24000000,209
test,000000011639,0,,4.0,110808,131072,24000000,209
test,000000011640,0,,-12.0,112840,131072,24000000,209
test,000000011641,1,P2,20.0,122896,131072,24000000,281
test,000000011642,0,,4.0,113280,131072,24000000,209
test,000000011643,1,Barker,-20.0,136048,131072,24000000,281
test,000000011644,0,,-20.0,113600,131072,24000000,209
test,000000011645,1,P2,12.0,115904,131072,24000000,281
test,000000011646,0,,4.0,113272,131072,24000000,209
test,000000011647,0,,-4.0,112888,131072,24000000,209
test,000000011648,1,LFM,-20.0,111968,131072,24000000,281
test,000000011649,0,,-20.0,113552,131072,24000000,209
test,000000011650,1,P2,-4.0,113904,131072,24000000,281
test,000000011651,1,P1,-4.0,113392,131072,24000000,281
test,000000011652,0,,4.0,110904,131072,24000000,209
test,000000011653,0,,-12.0,113416,131072,24000000,209
test,000000011654,0,,-4.0,113256,131072,24000000,209
test,000000011655,0,,4.0,111256,131072,24000000,209
test,000000011656,0,,20.0,112896,131072,24000000,209
test,000000011657,1,Barker,-20.0,108056,131072,24000000,281
test,000000011658,1,P2,-4.0,111376,131072,24000000,281
test,000000011659,1,ZadoffChu,-4.0,113192,131072,24000000,281
test,000000011660,0,,-20.0,114176,131072,24000000,209
test,000000011661,0,,20.0,114016,131072,24000000,209
test,000000011662,0,,-20.0,110456,131072,24000000,209
test,000000011663,0,,4.0,111312,131072,24000000,209
test,000000011664,1,FMCW,-20.0,109400,131072,24000000,281
test,000000011665,0,,-20.0,112952,131072,24000000,209
test,000000011666,1,ZadoffChu,-4.0,112928,131072,24000000,281
test,000000011667,0,,-12.0,113688,131072,24000000,209
test,000000011668,1,P3,-20.0,110664,131072,24000000,281
test,000000011669,1,Px,4.0,113984,131072,24000000,281
test,000000011670,1,P3,4.0,115288,131072,24000000,281
test,000000011671,1,FMCW,20.0,118840,131072,24000000,281
test,000000011672,1,Px,12.0,116488,131072,24000000,281
test,000000011673,1,P2,-4.0,111936,131072,24000000,281
test,000000011674,0,,20.0,112112,131072,24000000,209
test,000000011675,0,,-4.0,113640,131072,24000000,209
test,000000011676,1,LFM,12.0,117824,131072,24000000,281
test,000000011677,1,FMCW,12.0,117400,131072,24000000,281
test,000000011678,1,LFM,12.0,117208,131072,24000000,281
test,000000011679,1,P2,20.0,160032,131072,24000000,281
test,000000011680,1,P3,12.0,115320,131072,24000000,281
test,000000011681,1,P2,-4.0,112392,131072,24000000,281
test,000000011682,0,,-20.0,111952,131072,24000000,209
test,000000011683,0,,12.0,112792,131072,24000000,209
test,000000011684,1,ZadoffChu,-12.0,111624,131072,24000000,281
test,000000011685,1,FMCW,-12.0,112504,131072,24000000,281
test,000000011686,0,,20.0,113384,131072,24000000,209
test,000000011687,1,FMCW,12.0,117040,131072,24000000,281
test,000000011688,1,P1,-20.0,108008,131072,24000000,281
test,000000011689,0,,-20.0,112984,131072,24000000,209
test,000000011690,0,,12.0,113960,131072,24000000,209
test,000000011691,1,P1,12.0,114352,131072,24000000,281
test,000000011692,1,ZadoffChu,20.0,160304,131072,24000000,281
test,000000011693,1,P1,-12.0,112656,131072,24000000,281
test,000000011694,1,Px,-20.0,113128,131072,24000000,281
test,000000011695,1,P3,-12.0,116400,131072,24000000,281
test,000000011696,0,,20.0,111720,131072,24000000,209
test,000000011697,1,Px,-20.0,135864,131072,24000000,281
test,000000011698,1,Px,20.0,146280,131072,24000000,281
test,000000011699,1,P2,-4.0,114048,131072,24000000,281
test,000000011700,0,,4.0,112232,131072,24000000,209
test,000000011701,0,,-12.0,111776,131072,24000000,209
test,000000011702,1,Rect,20.0,145032,131072,24000000,281
test,000000011703,1,Barker,20.0,117192,131072,24000000,281
test,000000011704,0,,-4.0,113344,131072,24000000,209
test,000000011705,1,P2,20.0,152696,131072,24000000,281
test,000000011706,0,,-4.0,112864,131072,24000000,209
test,000000011707,0,,-12.0,110064,131072,24000000,209
test,000000011708,0,,12.0,112112,131072,24000000,209
test,000000011709,0,,12.0,113360,131072,24000000,209
test,000000011710,1,Frank,12.0,116224,131072,24000000,281
test,000000011711,0,,12.0,113936,131072,24000000,209
test,000000011712,1,P3,-12.0,134664,131072,24000000,281
test,000000011713,0,,12.0,111760,131072,24000000,209
test,000000011714,0,,4.0,111632,131072,24000000,209
test,000000011715,1,Rect,4.0,112856,131072,24000000,281
test,000000011716,0,,-4.0,112680,131072,24000000,209
test,000000011717,1,P2,-12.0,137672,131072,24000000,281
test,000000011718,1,P4,-4.0,113232,131072,24000000,281
test,000000011719,0,,20.0,110992,131072,24000000,209
test,000000011720,1,Rect,4.0,113528,131072,24000000,281
test,000000011721,0,,4.0,113920,131072,24000000,209
test,000000011722,1,P4,-4.0,111960,131072,24000000,281
test,000000011723,1,Frank,4.0,113976,131072,24000000,281
test,000000011724,0,,-20.0,112520,131072,24000000,209
test,000000011725,0,,-20.0,113200,131072,24000000,209
test,000000011726,0,,-12.0,110896,131072,24000000,209
test,000000011727,1,Barker,4.0,113592,131072,24000000,281
test,000000011728,0,,4.0,112664,131072,24000000,209
test,000000011729,1,P4,-20.0,136344,131072,24000000,281
test,000000011730,0,,-20.0,112472,131072,24000000,209
test,000000011731,0,,20.0,114312,131072,24000000,209
test,000000011732,0,,12.0,113560,131072,24000000,209
test,000000011733,0,,-4.0,112128,131072,24000000,209
test,000000011734,0,,-12.0,112920,131072,24000000,209
test,000000011735,1,FMCW,-4.0,129784,131072,24000000,281
test,000000011736,1,LFM,20.0,168408,131072,24000000,281
test,000000011737,1,ZadoffChu,4.0,115016,131072,24000000,281
test,000000011738,0,,4.0,112536,131072,24000000,209
test,000000011739,0,,20.0,113504,131072,24000000,209
test,000000011740,0,,-12.0,112928,131072,24000000,209
test,000000011741,1,P1,-20.0,127504,131072,24000000,281
test,000000011742,0,,4.0,111008,131072,24000000,209
test,000000011743,1,P3,-12.0,135792,131072,24000000,281
test,000000011744,1,Px,-12.0,112352,131072,24000000,281
test,000000011745,0,,4.0,113480,131072,24000000,209
test,000000011746,1,P1,12.0,115096,131072,24000000,281
test,000000011747,0,,-12.0,111816,131072,24000000,209
test,000000011748,1,LFM,20.0,129440,131072,24000000,281
test,000000011749,1,P1,-20.0,109240,131072,24000000,281
test,000000011750,0,,-20.0,113456,131072,24000000,209
test,000000011751,0,,-4.0,112648,131072,24000000,209
test,000000011752,1,Px,-12.0,113152,131072,24000000,281
test,000000011753,0,,20.0,113496,131072,24000000,209
test,000000011754,1,LFM,-12.0,118008,131072,24000000,281
test,000000011755,0,,-12.0,114040,131072,24000000,209
test,000000011756,0,,12.0,112096,131072,24000000,209
test,000000011757,1,Barker,-4.0,111200,131072,24000000,281
test,000000011758,1,P4,-12.0,132576,131072,24000000,281
test,000000011759,0,,20.0,112896,131072,24000000,209
test,000000011760,1,Rect,4.0,115136,131072,24000000,281
test,000000011761,1,ZadoffChu,4.0,114008,131072,24000000,281
test,000000011762,1,Px,-12.0,112144,131072,24000000,281
test,000000011763,1,ZadoffChu,-12.0,137464,131072,24000000,281
test,000000011764,0,,12.0,113880,131072,24000000,209
test,000000011765,0,,-20.0,112800,131072,24000000,209
test,000000011766,0,,4.0,113080,131072,24000000,209
test,000000011767,1,P3,20.0,118064,131072,24000000,281
test,000000011768,1,Frank,-20.0,121288,131072,24000000,281
test,000000011769,0,,-12.0,113344,131072,24000000,209
test,000000011770,1,Barker,-4.0,113552,131072,24000000,281
test,000000011771,1,P3,-12.0,111784,131072,24000000,281
test,000000011772,1,LFM,-20.0,119464,131072,24000000,281
test,000000011773,0,,-12.0,111736,131072,24000000,209
test,000000011774,0,,-20.0,111680,131072,24000000,209
test,000000011775,0,,-4.0,114440,131072,24000000,209
test,000000011776,1,P2,12.0,115352,131072,24000000,281
test,000000011777,0,,-4.0,111968,131072,24000000,209
test,000000011778,0,,-12.0,113600,131072,24000000,209
test,000000011779,0,,12.0,112664,131072,24000000,209
test,000000011780,1,Frank,4.0,113968,131072,24000000,281
test,000000011781,0,,-4.0,109840,131072,24000000,209
test,000000011782,1,P1,20.0,142176,131072,24000000,281
test,000000011783,1,P3,12.0,115560,131072,24000000,281
test,000000011784,0,,-12.0,113072,131072,24000000,209
test,000000011785,1,Px,20.0,115384,131072,24000000,281
test,000000011786,1,Barker,4.0,112984,131072,24000000,281
test,000000011787,1,P2,4.0,113264,131072,24000000,281
test,000000011788,1,LFM,12.0,115312,131072,24000000,281
test,000000011789,1,ZadoffChu,-4.0,113128,131072,24000000,281
test,000000011790,1,P3,12.0,118016,131072,24000000,281
test,000000011791,0,,12.0,112016,131072,24000000,209
test,000000011792,0,,-20.0,113720,131072,24000000,209
test,000000011793,1,Px,-20.0,110296,131072,24000000,281
test,000000011794,1,ZadoffChu,20.0,115352,131072,24000000,281
test,000000011795,0,,20.0,110968,131072,24000000,209
test,000000011796,1,P2,4.0,112576,131072,24000000,281
test,000000011797,0,,-12.0,113080,131072,24000000,209
test,000000011798,1,P4,-20.0,133440,131072,24000000,281
test,000000011799,0,,20.0,113624,131072,24000000,209
test,000000011800,1,P2,12.0,116976,131072,24000000,281
test,000000011801,1,P3,20.0,115656,131072,24000000,281
test,000000011802,0,,20.0,113360,131072,24000000,209
test,000000011803,0,,20.0,113968,131072,24000000,209
test,000000011804,1,P2,4.0,114560,131072,24000000,281
test,000000011805,0,,-20.0,113328,131072,24000000,209
test,000000011806,0,,-4.0,112728,131072,24000000,209
test,000000011807,1,FMCW,12.0,114712,131072,24000000,281
test,000000011808,0,,-20.0,113456,131072,24000000,209
test,000000011809,0,,4.0,113608,131072,24000000,209
test,000000011810,0,,-20.0,113744,131072,24000000,209
test,000000011811,1,Rect,20.0,148152,131072,24000000,281
test,000000011812,1,P3,12.0,114256,131072,24000000,281
test,000000011813,0,,-20.0,111848,131072,24000000,209
test,000000011814,0,,-20.0,112368,131072,24000000,209
test,000000011815,1,Barker,-4.0,112640,131072,24000000,281
test,000000011816,1,Rect,-4.0,114008,131072,24000000,281
test,000000011817,0,,4.0,113536,131072,24000000,209
test,000000011818,0,,-4.0,112352,131072,24000000,209
test,000000011819,0,,12.0,113728,131072,24000000,209
test,000000011820,0,,12.0,114248,131072,24000000,209
test,000000011821,0,,4.0,113056,131072,24000000,209
test,000000011822,0,,12.0,113416,131072,24000000,209
test,000000011823,1,LFM,-20.0,133864,131072,24000000,281
test,000000011824,0,,-12.0,112168,131072,24000000,209
test,000000011825,1,Frank,-20.0,133560,131072,24000000,281
test,000000011826,1,Px,-4.0,113544,131072,24000000,281
test,000000011827,0,,12.0,112024,131072,24000000,209
test,000000011828,1,P4,20.0,168176,131072,24000000,281
test,000000011829,1,P4,20.0,115048,131072,24000000,281
test,000000011830,0,,4.0,112768,131072,24000000,209
test,000000011831,1,LFM,-20.0,113840,131072,24000000,281
test,000000011832,0,,-20.0,111608,131072,24000000,209
test,000000011833,1,P3,-20.0,134488,131072,24000000,281
test,000000011834,1,ZadoffChu,20.0,114616,131072,24000000,281
test,000000011835,1,Frank,-12.0,111024,131072,24000000,281
test,000000011836,1,P4,-12.0,116112,131072,24000000,281
test,000000011837,1,FMCW,4.0,113608,131072,24000000,281
test,000000011838,0,,12.0,112680,131072,24000000,209
test,000000011839,0,,-4.0,112968,131072,24000000,209
test,000000011840,1,Barker,-12.0,112824,131072,24000000,281
test,000000011841,1,ZadoffChu,20.0,117008,131072,24000000,281
test,000000011842,0,,12.0,114048,131072,24000000,209
test,000000011843,0,,-4.0,112968,131072,24000000,209
test,000000011844,0,,-20.0,111984,131072,24000000,209
test,000000011845,1,Rect,20.0,170656,131072,24000000,281
test,000000011846,1,Px,12.0,116336,131072,24000000,281
test,000000011847,0,,20.0,113344,131072,24000000,209
test,000000011848,1,LFM,-20.0,110336,131072,24000000,281
test,000000011849,0,,12.0,112824,131072,24000000,209
test,000000011850,1,ZadoffChu,-4.0,113128,131072,24000000,281
test,000000011851,0,,4.0,113000,131072,24000000,209
test,000000011852,1,FMCW,-4.0,142128,131072,24000000,281
test,000000011853,0,,-12.0,112280,131072,24000000,209
test,000000011854,0,,20.0,113704,131072,24000000,209
test,000000011855,1,P2,4.0,114072,131072,24000000,281
test,000000011856,0,,-12.0,113840,131072,24000000,209
test,000000011857,0,,4.0,113840,131072,24000000,209
test,000000011858,0,,20.0,112648,131072,24000000,209
test,000000011859,0,,-4.0,112744,131072,24000000,209
test,000000011860,1,ZadoffChu,-20.0,108208,131072,24000000,281
test,000000011861,1,Px,-12.0,125776,131072,24000000,281
test,000000011862,1,ZadoffChu,12.0,114048,131072,24000000,281
test,000000011863,0,,20.0,112992,131072,24000000,209
test,000000011864,0,,-4.0,113920,131072,24000000,209
test,000000011865,1,P3,-12.0,112408,131072,24000000,281
test,000000011866,1,P3,-12.0,137816,131072,24000000,281
test,000000011867,0,,4.0,113064,131072,24000000,209
test,000000011868,0,,-12.0,112728,131072,24000000,209
test,000000011869,0,,-12.0,112544,131072,24000000,209
test,000000011870,1,Frank,4.0,114440,131072,24000000,281
test,000000011871,0,,12.0,113496,131072,24000000,209
test,000000011872,0,,-4.0,114232,131072,24000000,209
test,000000011873,0,,-20.0,111752,131072,24000000,209
test,000000011874,1,P3,4.0,114200,131072,24000000,281
test,000000011875,1,FMCW,12.0,118192,131072,24000000,281
test,000000011876,1,P4,-4.0,113792,131072,24000000,281
test,000000011877,1,Frank,-12.0,140488,131072,24000000,281
test,000000011878,1,Rect,12.0,114408,131072,24000000,281
test,000000011879,0,,20.0,111584,131072,24000000,209
test,000000011880,0,,-4.0,111608,131072,24000000,209
test,000000011881,1,LFM,12.0,116064,131072,24000000,281
test,000000011882,1,LFM,12.0,115800,131072,24000000,281
test,000000011883,0,,-4.0,112224,131072,24000000,209
test,000000011884,1,ZadoffChu,20.0,156928,131072,24000000,281
test,000000011885,1,P2,-20.0,108880,131072,24000000,281
test,000000011886,1,Barker,12.0,116288,131072,24000000,281
test,000000011887,1,P1,20.0,114728,131072,24000000,281
test,000000011888,0,,4.0,113784,131072,24000000,209
test,000000011889,0,,12.0,112456,131072,24000000,209
test,000000011890,0,,-4.0,112392,131072,24000000,209
test,000000011891,1,Px,-20.0,125032,131072,24000000,281
test,000000011892,0,,-4.0,112360,131072,24000000,209
test,000000011893,0,,-12.0,113000,131072,24000000,209
test,000000011894,0,,-4.0,113288,131072,24000000,209
test,000000011895,0,,-4.0,114856,131072,24000000,209
test,000000011896,0,,12.0,112592,131072,24000000,209
test,000000011897,1,FMCW,-12.0,140528,131072,24000000,281
test,000000011898,0,,-20.0,112840,131072,24000000,209
test,000000011899,0,,4.0,113104,131072,24000000,209
test,000000011900,0,,-12.0,113232,131072,24000000,209
test,000000011901,0,,20.0,113368,131072,24000000,209
test,000000011902,0,,-12.0,111984,131072,24000000,209
test,000000011903,0,,20.0,113160,131072,24000000,209
test,000000011904,1,P2,-20.0,126872,131072,24000000,281
test,000000011905,0,,-20.0,113096,131072,24000000,209
test,000000011906,0,,-4.0,112840,131072,24000000,209
test,000000011907,1,Barker,-4.0,113008,131072,24000000,281
test,000000011908,1,P4,-20.0,116432,131072,24000000,281
test,000000011909,1,P4,-20.0,120344,131072,24000000,281
test,000000011910,1,LFM,20.0,142424,131072,24000000,281
test,000000011911,1,Rect,-20.0,134688,131072,24000000,281
test,000000011912,0,,-12.0,114352,131072,24000000,209
test,000000011913,1,P1,12.0,117728,131072,24000000,281
test,000000011914,1,Barker,-20.0,110248,131072,24000000,281
test,000000011915,1,P2,-20.0,108280,131072,24000000,281
test,000000011916,1,FMCW,-20.0,114192,131072,24000000,281
test,000000011917,0,,-20.0,111872,131072,24000000,209
test,000000011918,0,,-4.0,110376,131072,24000000,209
test,000000011919,1,Rect,-4.0,113632,131072,24000000,281
test,000000011920,0,,12.0,113544,131072,24000000,209
test,000000011921,0,,20.0,112096,131072,24000000,209
test,000000011922,1,Barker,-12.0,127792,131072,24000000,281
test,000000011923,0,,-20.0,111640,131072,24000000,209
test,000000011924,0,,20.0,112064,131072,24000000,209
test,000000011925,0,,-4.0,112848,131072,24000000,209
test,000000011926,1,Rect,12.0,115864,131072,24000000,281
test,000000011927,0,,4.0,113584,131072,24000000,209
test,000000011928,0,,-4.0,113192,131072,24000000,209
test,000000011929,0,,-20.0,113440,131072,24000000,209
test,000000011930,1,ZadoffChu,4.0,114920,131072,24000000,281
test,000000011931,0,,-20.0,112976,131072,24000000,209
test,000000011932,0,,-4.0,113472,131072,24000000,209
test,000000011933,1,Barker,-12.0,117528,131072,24000000,281
test,000000011934,0,,4.0,114024,131072,24000000,209
test,000000011935,1,Frank,4.0,115624,131072,24000000,281
test,000000011936,0,,20.0,112632,131072,24000000,209
test,000000011937,1,Frank,-4.0,114632,131072,24000000,281
test,000000011938,0,,4.0,111552,131072,24000000,209
test,000000011939,0,,4.0,113392,131072,24000000,209
test,000000011940,1,P3,20.0,115304,131072,24000000,281
test,000000011941,1,LFM,-4.0,115184,131072,24000000,281
test,000000011942,1,ZadoffChu,-4.0,114136,131072,24000000,281
test,000000011943,0,,12.0,113184,131072,24000000,209
test,000000011944,1,LFM,4.0,114392,131072,24000000,281
test,000000011945,0,,-12.0,113736,131072,24000000,209
test,000000011946,1,Barker,20.0,157520,131072,24000000,281
test,000000011947,1,P2,4.0,113768,131072,24000000,281
test,000000011948,0,,20.0,112920,131072,24000000,209
test,000000011949,1,Rect,4.0,114688,131072,24000000,281
test,000000011950,0,,-12.0,113608,131072,24000000,209
test,000000011951,0,,-4.0,112736,131072,24000000,209
test,000000011952,0,,-4.0,112632,131072,24000000,209
test,000000011953,0,,-20.0,114296,131072,24000000,209
test,000000011954,1,P2,-12.0,141040,131072,24000000,281
test,000000011955,0,,-12.0,113848,131072,24000000,209
test,000000011956,1,Barker,20.0,123200,131072,24000000,281
test,000000011957,0,,12.0,112680,131072,24000000,209
test,000000011958,0,,-20.0,112624,131072,24000000,209
test,000000011959,0,,-4.0,113984,131072,24000000,209
test,000000011960,1,ZadoffChu,-12.0,111072,131072,24000000,281
test,000000011961,1,P1,12.0,115512,131072,24000000,281
test,000000011962,0,,-4.0,112784,131072,24000000,209
test,000000011963,0,,-4.0,113704,131072,24000000,209
test,000000011964,1,ZadoffChu,-12.0,132784,131072,24000000,281
test,000000011965,1,P4,-20.0,137000,131072,24000000,281
test,000000011966,1,Barker,-20.0,122928,131072,24000000,281
test,000000011967,1,Barker,-4.0,111744,131072,24000000,281
test,000000011968,0,,12.0,112216,131072,24000000,209
test,000000011969,1,P3,4.0,112936,131072,24000000,281
test,000000011970,1,Rect,-12.0,111976,131072,24000000,281
test,000000011971,1,LFM,-20.0,137736,131072,24000000,281
test,000000011972,0,,4.0,110560,131072,24000000,209
test,000000011973,0,,-12.0,112632,131072,24000000,209
test,000000011974,0,,4.0,112888,131072,24000000,209
test,000000011975,1,Barker,4.0,115904,131072,24000000,281
test,000000011976,1,Px,-12.0,112144,131072,24000000,281
test,000000011977,0,,-12.0,113104,131072,24000000,209
test,000000011978,0,,-12.0,112704,131072,24000000,209
test,000000011979,1,ZadoffChu,12.0,114944,131072,24000000,281
test,000000011980,1,Rect,12.0,126280,131072,24000000,281
test,000000011981,0,,4.0,112704,131072,24000000,209
test,000000011982,0,,4.0,111960,131072,24000000,209
test,000000011983,0,,4.0,113656,131072,24000000,209
test,000000011984,1,Px,-4.0,114248,131072,24000000,281
test,000000011985,1,Barker,20.0,161032,131072,24000000,281
test,000000011986,1,ZadoffChu,-4.0,114208,131072,24000000,281
test,000000011987,1,P4,-12.0,140696,131072,24000000,281
test,000000011988,0,,-4.0,113072,131072,24000000,209
test,000000011989,0,,12.0,113096,131072,24000000,209
test,000000011990,0,,20.0,111328,131072,24000000,209
test,000000011991,1,Rect,-12.0,112232,131072,24000000,281
test,000000011992,1,P2,-4.0,113400,131072,24000000,281
test,000000011993,1,Barker,4.0,115176,131072,24000000,281
test,000000011994,1,Frank,12.0,115120,131072,24000000,281
test,000000011995,0,,-20.0,110304,131072,24000000,209
test,000000011996,1,LFM,20.0,149216,131072,24000000,281
test,000000011997,0,,12.0,111872,131072,24000000,209
test,000000011998,1,ZadoffChu,-4.0,112720,131072,24000000,281
test,000000011999,1,ZadoffChu,12.0,114432,131072,24000000,281
test,000000012000,0,,4.0,113880,131072,24000000,209
test,000000012001,1,Px,12.0,115464,131072,24000000,281
test,000000012002,0,,20.0,113192,131072,24000000,209
test,000000012003,0,,12.0,111736,131072,24000000,209
test,000000012004,1,Barker,-20.0,118576,131072,24000000,281
test,000000012005,0,,-12.0,113152,131072,24000000,209
test,000000012006,0,,4.0,110216,131072,24000000,209
test,000000012007,1,Barker,12.0,112608,131072,24000000,281
test,000000012008,1,LFM,12.0,115728,131072,24000000,281
test,000000012009,1,Frank,-4.0,112832,131072,24000000,281
test,000000012010,1,Barker,-20.0,137000,131072,24000000,281
test,000000012011,0,,12.0,111240,131072,24000000,209
test,000000012012,0,,-12.0,112648,131072,24000000,209
test,000000012013,0,,12.0,110696,131072,24000000,209
test,000000012014,1,P1,-20.0,137680,131072,24000000,281
test,000000012015,1,Frank,-4.0,113528,131072,24000000,281
test,000000012016,0,,-12.0,111888,131072,24000000,209
test,000000012017,1,P1,4.0,114792,131072,24000000,281
test,000000012018,0,,-12.0,113160,131072,24000000,209
test,000000012019,0,,20.0,111736,131072,24000000,209
test,000000012020,1,Barker,-4.0,113464,131072,24000000,281
test,000000012021,1,Rect,12.0,114808,131072,24000000,281
test,000000012022,0,,-4.0,113544,131072,24000000,209
test,000000012023,0,,-4.0,112360,131072,24000000,209
test,000000012024,1,P1,-4.0,111744,131072,24000000,281
test,000000012025,1,P4,-12.0,112184,131072,24000000,281
test,000000012026,0,,-12.0,112008,131072,24000000,209
test,000000012027,0,,-12.0,111648,131072,24000000,209
test,000000012028,0,,-20.0,112096,131072,24000000,209
test,000000012029,1,LFM,-12.0,114376,131072,24000000,281
test,000000012030,1,Barker,-20.0,117152,131072,24000000,281
test,000000012031,0,,-20.0,113176,131072,24000000,209
test,000000012032,0,,-12.0,114072,131072,24000000,209
test,000000012033,0,,20.0,112352,131072,24000000,209
test,000000012034,0,,4.0,112832,131072,24000000,209
test,000000012035,1,P4,-4.0,111848,131072,24000000,281
test,000000012036,0,,-12.0,113120,131072,24000000,209
test,000000012037,1,P1,20.0,164640,131072,24000000,281
test,000000012038,1,P1,12.0,114544,131072,24000000,281
test,000000012039,1,LFM,-12.0,112032,131072,24000000,281
test,000000012040,1,Px,12.0,115384,131072,24000000,281
test,000000012041,0,,-12.0,113080,131072,24000000,209
test,000000012042,1,P2,-20.0,134304,131072,24000000,281
test,000000012043,0,,4.0,113280,131072,24000000,209
test,000000012044,1,FMCW,12.0,115576,131072,24000000,281
test,000000012045,1,P4,4.0,113432,131072,24000000,281
test,000000012046,0,,20.0,112792,131072,24000000,209
test,000000012047,0,,20.0,112136,131072,24000000,209
test,000000012048,0,,-4.0,113504,131072,24000000,209
test,000000012049,1,LFM,-4.0,113920,131072,24000000,281
test,000000012050,0,,-20.0,111928,131072,24000000,209
test,000000012051,0,,-20.0,113896,131072,24000000,209
test,000000012052,1,P3,-4.0,112800,131072,24000000,281
test,000000012053,0,,-12.0,113640,131072,24000000,209
test,000000012054,0,,20.0,114640,131072,24000000,209
test,000000012055,0,,-4.0,112632,131072,24000000,209
test,000000012056,1,LFM,-4.0,112880,131072,24000000,281
test,000000012057,1,Rect,20.0,165064,131072,24000000,281
test,000000012058,0,,-12.0,113656,131072,24000000,209
test,000000012059,0,,-20.0,112224,131072,24000000,209
test,000000012060,1,Px,12.0,115560,131072,24000000,281
test,000000012061,0,,4.0,112336,131072,24000000,209
test,000000012062,0,,20.0,112072,131072,24000000,209
test,000000012063,1,Frank,20.0,114544,131072,24000000,281
test,000000012064,1,P2,-12.0,112344,131072,24000000,281
test,000000012065,1,Frank,-4.0,113248,131072,24000000,281
test,000000012066,1,P4,-12.0,111200,131072,24000000,281
test,000000012067,1,P2,-20.0,111832,131072,24000000,281
test,000000012068,0,,4.0,113592,131072,24000000,209
test,000000012069,0,,-12.0,113232,131072,24000000,209
test,000000012070,1,P3,-12.0,111056,131072,24000000,281
test,000000012071,1,P1,-4.0,113680,131072,24000000,281
test,000000012072,1,FMCW,-4.0,132416,131072,24000000,281
test,000000012073,0,,-4.0,112248,131072,24000000,209
test,000000012074,0,,4.0,111792,131072,24000000,209
test,000000012075,1,FMCW,-20.0,114280,131072,24000000,281
test,000000012076,1,ZadoffChu,-12.0,118312,131072,24000000,281
test,000000012077,0,,20.0,111392,131072,24000000,209
test,000000012078,0,,12.0,114160,131072,24000000,209
test,000000012079,0,,20.0,112320,131072,24000000,209
test,000000012080,1,P3,12.0,115616,131072,24000000,281
test,000000012081,1,ZadoffChu,20.0,126016,131072,24000000,281
test,000000012082,1,Barker,20.0,137632,131072,24000000,281
test,000000012083,1,ZadoffChu,4.0,113288,131072,24000000,281
test,000000012084,0,,-12.0,113064,131072,24000000,209
test,000000012085,1,ZadoffChu,20.0,166424,131072,24000000,281
test,000000012086,0,,-4.0,112392,131072,24000000,209
test,000000012087,1,P3,4.0,114512,131072,24000000,281
test,000000012088,1,P2,20.0,114320,131072,24000000,281
test,000000012089,0,,12.0,110752,131072,24000000,209
test,000000012090,0,,-20.0,111488,131072,24000000,209
test,000000012091,0,,12.0,113688,131072,24000000,209
test,000000012092,1,P2,-12.0,113768,131072,24000000,281
test,000000012093,1,P4,-12.0,112160,131072,24000000,281
test,000000012094,0,,20.0,114104,131072,24000000,209
test,000000012095,0,,4.0,113920,131072,24000000,209
test,000000012096,0,,-4.0,114008,131072,24000000,209
test,000000012097,1,Px,4.0,115168,131072,24000000,281
test,000000012098,0,,20.0,112768,131072,24000000,209
test,000000012099,1,P3,12.0,114856,131072,24000000,281
test,000000012100,1,Frank,-12.0,133872,131072,24000000,281
test,000000012101,1,Barker,-20.0,126056,131072,24000000,281
test,000000012102,0,,-20.0,112520,131072,24000000,209
test,000000012103,1,LFM,4.0,114392,131072,24000000,281
test,000000012104,1,Px,4.0,114152,131072,24000000,281
test,000000012105,1,P4,-20.0,126616,131072,24000000,281
test,000000012106,1,LFM,4.0,113800,131072,24000000,281
test,000000012107,0,,20.0,112320,131072,24000000,209
test,000000012108,0,,20.0,113824,131072,24000000,209
test,000000012109,0,,-4.0,113088,131072,24000000,209
test,000000012110,1,Px,-4.0,112008,131072,24000000,281
test,000000012111,1,P1,4.0,115544,131072,24000000,281
test,000000012112,1,Px,-20.0,133224,131072,24000000,281
test,000000012113,0,,20.0,113048,131072,24000000,209
test,000000012114,0,,12.0,112760,131072,24000000,209
